data-hora,chuva-horaria-mm,nivel-cm
06/08/2024 18:00:00,0.00,179.00
06/08/2024 17:45:00,0.00,179.00
06/08/2024 17:30:00,0.00,179.00
06/08/2024 17:15:00,0.00,179.00
06/08/2024 17:00:00,0.00,179.00
06/08/2024 16:45:00,0.00,180.00
06/08/2024 16:30:00,0.00,181.00
06/08/2024 16:15:00,0.00,181.00
06/08/2024 16:00:00,0.00,181.00
06/08/2024 15:45:00,0.00,181.00
06/08/2024 15:30:00,0.00,181.00
06/08/2024 15:15:00,0.00,181.00
06/08/2024 15:00:00,0.00,181.00
06/08/2024 14:45:00,0.00,181.00
06/08/2024 14:30:00,0.00,181.00
06/08/2024 14:15:00,0.20,181.00
06/08/2024 14:00:00,0.00,182.00
06/08/2024 13:45:00,0.20,182.00
06/08/2024 13:30:00,0.00,182.00
06/08/2024 13:15:00,0.40,182.00
06/08/2024 13:00:00,0.20,182.00
06/08/2024 12:45:00,0.00,182.00
06/08/2024 12:30:00,0.20,182.00
06/08/2024 12:15:00,0.20,181.00
06/08/2024 12:00:00,0.40,182.00
06/08/2024 11:45:00,0.00,183.00
06/08/2024 11:30:00,0.00,183.00
06/08/2024 11:15:00,0.00,182.00
06/08/2024 11:00:00,0.00,183.00
06/08/2024 10:45:00,0.00,182.00
06/08/2024 10:30:00,0.20,184.00
06/08/2024 10:15:00,0.20,183.00
06/08/2024 10:00:00,0.20,184.00
06/08/2024 09:45:00,0.20,183.00
06/08/2024 09:30:00,0.20,183.00
06/08/2024 09:15:00,0.00,183.00
06/08/2024 09:00:00,0.20,184.00
06/08/2024 08:45:00,0.00,184.00
06/08/2024 08:30:00,0.20,185.00
06/08/2024 08:15:00,0.00,184.00
06/08/2024 08:00:00,0.20,184.00
06/08/2024 07:45:00,0.00,184.00
06/08/2024 07:30:00,0.00,184.00
06/08/2024 07:15:00,0.20,185.00
06/08/2024 07:00:00,0.40,186.00
06/08/2024 06:45:00,1.00,187.00
06/08/2024 06:30:00,0.20,187.00
06/08/2024 06:15:00,0.00,184.00
06/08/2024 06:00:00,0.80,187.00
06/08/2024 05:45:00,1.60,187.00
06/08/2024 05:30:00,0.00,187.00
06/08/2024 05:15:00,0.20,186.00
06/08/2024 05:00:00,0.40,186.00
06/08/2024 04:45:00,0.20,186.00
06/08/2024 04:30:00,0.20,186.00
06/08/2024 04:15:00,0.20,186.00
06/08/2024 04:00:00,0.20,186.00
06/08/2024 03:45:00,0.20,185.00
06/08/2024 03:30:00,0.20,185.00
06/08/2024 03:15:00,0.20,186.00
06/08/2024 03:00:00,0.00,186.00
06/08/2024 02:45:00,0.00,186.00
06/08/2024 02:30:00,0.00,186.00
06/08/2024 02:15:00,0.40,187.00
06/08/2024 02:00:00,0.80,187.00
06/08/2024 01:45:00,0.20,186.00
06/08/2024 01:30:00,0.20,186.00
06/08/2024 01:15:00,0.00,187.00
06/08/2024 01:00:00,0.00,187.00
06/08/2024 00:45:00,0.00,187.00
06/08/2024 00:30:00,0.00,187.00
06/08/2024 00:15:00,0.20,187.00
06/08/2024 00:00:00,0.00,188.00
05/08/2024 23:45:00,0.00,189.00
05/08/2024 23:30:00,0.00,189.00
05/08/2024 23:15:00,0.00,189.00
05/08/2024 23:00:00,0.00,190.00
05/08/2024 22:45:00,0.00,190.00
05/08/2024 22:30:00,0.00,190.00
05/08/2024 22:15:00,0.00,191.00
05/08/2024 22:00:00,0.00,191.00
05/08/2024 21:45:00,0.00,192.00
05/08/2024 21:30:00,0.00,192.00
05/08/2024 21:15:00,0.00,192.00
05/08/2024 21:00:00,0.00,193.00
05/08/2024 20:45:00,0.00,193.00
05/08/2024 20:30:00,0.00,193.00
05/08/2024 20:15:00,0.00,194.00
05/08/2024 20:00:00,0.00,194.00
05/08/2024 19:45:00,0.00,194.00
05/08/2024 19:30:00,0.00,194.00
05/08/2024 19:15:00,0.00,195.00
05/08/2024 19:00:00,0.00,195.00
05/08/2024 18:45:00,0.00,194.00
05/08/2024 18:30:00,0.00,195.00
05/08/2024 18:15:00,0.00,195.00
05/08/2024 18:00:00,0.00,195.00
05/08/2024 17:45:00,0.00,194.00
05/08/2024 17:30:00,0.00,195.00
05/08/2024 17:15:00,0.00,195.00
05/08/2024 17:00:00,0.00,195.00
05/08/2024 16:45:00,0.00,195.00
05/08/2024 16:30:00,0.00,195.00
05/08/2024 16:15:00,0.00,194.00
05/08/2024 16:00:00,0.00,195.00
05/08/2024 15:45:00,0.00,195.00
05/08/2024 15:30:00,0.00,195.00
05/08/2024 15:15:00,0.00,195.00
05/08/2024 15:00:00,0.00,195.00
05/08/2024 14:45:00,0.00,196.00
05/08/2024 14:30:00,0.00,194.00
05/08/2024 14:15:00,0.00,196.00
05/08/2024 14:00:00,0.00,196.00
05/08/2024 13:45:00,0.00,196.00
05/08/2024 13:30:00,0.00,196.00
05/08/2024 13:15:00,0.00,196.00
05/08/2024 13:00:00,0.00,196.00
05/08/2024 12:45:00,0.00,196.00
05/08/2024 12:30:00,0.00,196.00
05/08/2024 12:15:00,0.00,196.00
05/08/2024 12:00:00,0.00,196.00
05/08/2024 11:45:00,0.00,195.00
05/08/2024 11:30:00,0.00,195.00
05/08/2024 11:15:00,0.00,194.00
05/08/2024 11:00:00,0.00,194.00
05/08/2024 10:45:00,0.00,193.00
05/08/2024 10:30:00,0.00,192.00
05/08/2024 10:15:00,0.00,193.00
05/08/2024 10:00:00,0.00,192.00
05/08/2024 09:45:00,0.00,191.00
05/08/2024 09:30:00,0.00,191.00
05/08/2024 09:15:00,0.00,190.00
05/08/2024 09:00:00,0.00,189.00
05/08/2024 08:45:00,0.00,189.00
05/08/2024 08:30:00,0.00,188.00
05/08/2024 08:15:00,0.00,188.00
05/08/2024 08:00:00,0.00,187.00
05/08/2024 07:45:00,0.00,187.00
05/08/2024 07:30:00,0.00,188.00
05/08/2024 07:15:00,0.00,188.00
05/08/2024 07:00:00,0.00,188.00
05/08/2024 06:45:00,0.00,188.00
05/08/2024 06:30:00,0.00,188.00
05/08/2024 06:15:00,0.00,188.00
05/08/2024 06:00:00,0.00,188.00
05/08/2024 05:45:00,0.00,189.00
05/08/2024 05:30:00,0.00,189.00
05/08/2024 05:15:00,0.00,189.00
05/08/2024 05:00:00,0.00,188.00
05/08/2024 04:45:00,0.00,188.00
05/08/2024 04:30:00,0.00,188.00
05/08/2024 04:15:00,0.00,188.00
05/08/2024 04:00:00,0.00,188.00
05/08/2024 03:45:00,0.00,188.00
05/08/2024 03:30:00,0.00,188.00
05/08/2024 03:15:00,0.00,188.00
05/08/2024 03:00:00,0.00,188.00
05/08/2024 02:45:00,0.00,187.00
05/08/2024 02:30:00,0.00,188.00
05/08/2024 02:15:00,0.00,188.00
05/08/2024 02:00:00,0.00,188.00
05/08/2024 01:45:00,0.00,189.00
05/08/2024 01:30:00,0.00,189.00
05/08/2024 01:15:00,0.00,189.00
05/08/2024 01:00:00,0.00,190.00
05/08/2024 00:45:00,0.00,189.00
05/08/2024 00:30:00,0.00,190.00
05/08/2024 00:15:00,0.00,190.00
05/08/2024 00:00:00,0.20,190.00
04/08/2024 23:45:00,0.00,190.00
04/08/2024 23:30:00,0.00,190.00
04/08/2024 23:15:00,0.00,191.00
04/08/2024 23:00:00,0.20,191.00
04/08/2024 22:45:00,0.00,192.00
04/08/2024 22:30:00,0.20,192.00
04/08/2024 22:15:00,0.20,192.00
04/08/2024 22:00:00,0.00,193.00
04/08/2024 21:45:00,0.00,194.00
04/08/2024 21:30:00,0.20,194.00
04/08/2024 21:15:00,0.00,194.00
04/08/2024 21:00:00,0.20,195.00
04/08/2024 20:45:00,0.00,195.00
04/08/2024 20:30:00,0.20,195.00
04/08/2024 20:15:00,0.00,195.00
04/08/2024 20:00:00,0.00,195.00
04/08/2024 19:45:00,0.00,196.00
04/08/2024 19:30:00,0.00,196.00
04/08/2024 19:15:00,0.00,197.00
04/08/2024 19:00:00,0.20,197.00
04/08/2024 18:45:00,0.00,198.00
04/08/2024 18:30:00,0.00,198.00
04/08/2024 18:15:00,0.20,198.00
04/08/2024 18:00:00,0.00,199.00
04/08/2024 17:45:00,0.00,199.00
04/08/2024 17:30:00,0.00,200.00
04/08/2024 17:15:00,0.00,201.00
04/08/2024 17:00:00,0.00,201.00
04/08/2024 16:45:00,0.00,202.00
04/08/2024 16:30:00,0.00,203.00
04/08/2024 16:15:00,0.00,203.00
04/08/2024 16:00:00,0.00,204.00
04/08/2024 15:45:00,0.00,204.00
04/08/2024 15:30:00,0.00,205.00
04/08/2024 15:15:00,0.00,205.00
04/08/2024 15:00:00,0.00,206.00
04/08/2024 14:45:00,0.20,206.00
04/08/2024 14:30:00,0.00,207.00
04/08/2024 14:15:00,0.00,207.00
04/08/2024 14:00:00,0.00,208.00
04/08/2024 13:45:00,0.00,208.00
04/08/2024 13:30:00,0.00,209.00
04/08/2024 13:15:00,0.00,209.00
04/08/2024 13:00:00,0.20,209.00
04/08/2024 12:45:00,0.00,210.00
04/08/2024 12:30:00,0.00,211.00
04/08/2024 12:15:00,0.20,211.00
04/08/2024 12:00:00,0.00,212.00
04/08/2024 11:45:00,0.00,213.00
04/08/2024 11:30:00,0.00,213.00
04/08/2024 11:15:00,0.00,214.00
04/08/2024 11:00:00,0.00,215.00
04/08/2024 10:45:00,0.00,215.00
04/08/2024 10:30:00,0.00,215.00
04/08/2024 10:15:00,0.00,214.00
04/08/2024 10:00:00,0.60,214.00
04/08/2024 09:45:00,0.20,215.00
04/08/2024 09:30:00,0.00,215.00
04/08/2024 09:15:00,0.00,215.00
04/08/2024 09:00:00,0.00,215.00
04/08/2024 08:45:00,0.20,214.00
04/08/2024 08:30:00,0.60,213.00
04/08/2024 08:15:00,0.20,215.00
04/08/2024 08:00:00,0.00,215.00
04/08/2024 07:45:00,0.80,214.00
04/08/2024 07:30:00,0.00,214.00
04/08/2024 07:15:00,0.60,214.00
04/08/2024 07:00:00,2.40,214.00
04/08/2024 06:45:00,0.40,212.00
04/08/2024 06:30:00,0.20,210.00
04/08/2024 06:15:00,0.00,210.00
04/08/2024 06:00:00,0.60,208.00
04/08/2024 05:45:00,0.00,207.00
04/08/2024 05:30:00,0.20,206.00
04/08/2024 05:15:00,0.00,202.00
04/08/2024 05:00:00,0.00,201.00
04/08/2024 04:45:00,0.00,200.00
04/08/2024 04:30:00,0.00,198.00
04/08/2024 04:15:00,0.20,198.00
04/08/2024 04:00:00,0.00,196.00
04/08/2024 03:45:00,0.00,194.00
04/08/2024 03:30:00,0.00,193.00
04/08/2024 03:15:00,0.00,193.00
04/08/2024 03:00:00,0.00,192.00
04/08/2024 02:45:00,0.00,192.00
04/08/2024 02:30:00,0.00,191.00
04/08/2024 02:15:00,0.00,192.00
04/08/2024 02:00:00,0.00,191.00
04/08/2024 01:45:00,0.00,190.00
04/08/2024 01:30:00,0.00,190.00
04/08/2024 01:15:00,0.00,189.00
04/08/2024 01:00:00,0.00,188.00
04/08/2024 00:45:00,0.00,187.00
04/08/2024 00:30:00,0.20,188.00
04/08/2024 00:15:00,1.80,187.00
04/08/2024 00:00:00,0.20,186.00
03/08/2024 23:45:00,0.00,185.00
03/08/2024 23:30:00,0.00,184.00
03/08/2024 23:15:00,0.00,183.00
03/08/2024 23:00:00,0.00,183.00
03/08/2024 22:45:00,0.00,182.00
03/08/2024 22:30:00,0.00,182.00
03/08/2024 22:15:00,0.00,182.00
03/08/2024 22:00:00,0.00,181.00
03/08/2024 21:45:00,0.00,181.00
03/08/2024 21:30:00,0.00,180.00
03/08/2024 21:15:00,0.00,180.00
03/08/2024 21:00:00,0.00,179.00
03/08/2024 20:45:00,0.00,179.00
03/08/2024 20:30:00,0.00,178.00
03/08/2024 20:15:00,0.00,178.00
03/08/2024 20:00:00,0.00,177.00
03/08/2024 19:45:00,0.00,177.00
03/08/2024 19:30:00,0.00,177.00
03/08/2024 19:15:00,0.00,176.00
03/08/2024 19:00:00,0.00,176.00
03/08/2024 18:45:00,0.00,176.00
03/08/2024 18:30:00,0.00,177.00
03/08/2024 18:15:00,0.00,176.00
03/08/2024 18:00:00,0.00,177.00
03/08/2024 17:45:00,0.00,177.00
03/08/2024 17:30:00,0.00,177.00
03/08/2024 17:15:00,0.00,176.00
03/08/2024 17:00:00,0.00,176.00
03/08/2024 16:45:00,0.00,177.00
03/08/2024 16:30:00,0.00,176.00
03/08/2024 16:15:00,0.00,177.00
03/08/2024 16:00:00,0.00,176.00
03/08/2024 15:45:00,0.00,177.00
03/08/2024 15:30:00,0.00,177.00
03/08/2024 15:15:00,0.00,177.00
03/08/2024 15:00:00,0.00,178.00
03/08/2024 14:45:00,0.00,178.00
03/08/2024 14:30:00,0.00,177.00
03/08/2024 14:15:00,0.00,178.00
03/08/2024 14:00:00,0.00,178.00
03/08/2024 13:45:00,0.00,179.00
03/08/2024 13:30:00,0.00,179.00
03/08/2024 13:15:00,0.00,179.00
03/08/2024 13:00:00,0.00,180.00
03/08/2024 12:45:00,0.00,180.00
03/08/2024 12:30:00,0.00,179.00
03/08/2024 12:15:00,0.00,180.00
03/08/2024 12:00:00,0.00,180.00
03/08/2024 11:45:00,0.00,180.00
03/08/2024 11:30:00,0.00,181.00
03/08/2024 11:15:00,0.00,181.00
03/08/2024 11:00:00,0.00,181.00
03/08/2024 10:45:00,0.00,181.00
03/08/2024 10:30:00,0.00,181.00
03/08/2024 10:15:00,0.00,182.00
03/08/2024 10:00:00,0.00,182.00
03/08/2024 09:45:00,0.00,183.00
03/08/2024 09:30:00,0.00,182.00
03/08/2024 09:15:00,0.00,182.00
03/08/2024 09:00:00,0.00,182.00
03/08/2024 08:45:00,0.00,181.00
03/08/2024 08:30:00,0.00,181.00
03/08/2024 08:15:00,0.00,181.00
03/08/2024 08:00:00,0.00,181.00
03/08/2024 07:45:00,0.00,181.00
03/08/2024 07:30:00,0.00,182.00
03/08/2024 07:15:00,0.00,182.00
03/08/2024 07:00:00,0.00,182.00
03/08/2024 06:45:00,0.00,182.00
03/08/2024 06:30:00,0.00,182.00
03/08/2024 06:15:00,0.00,183.00
03/08/2024 06:00:00,0.00,183.00
03/08/2024 05:45:00,0.00,183.00
03/08/2024 05:30:00,0.00,183.00
03/08/2024 05:15:00,0.00,183.00
03/08/2024 05:00:00,0.00,183.00
03/08/2024 04:45:00,0.00,183.00
03/08/2024 04:30:00,0.00,183.00
03/08/2024 04:15:00,0.00,183.00
03/08/2024 04:00:00,0.00,183.00
03/08/2024 03:45:00,0.00,183.00
03/08/2024 03:30:00,0.00,184.00
03/08/2024 03:15:00,0.00,184.00
03/08/2024 03:00:00,0.00,184.00
03/08/2024 02:45:00,0.00,184.00
03/08/2024 02:30:00,0.00,184.00
03/08/2024 02:15:00,0.00,185.00
03/08/2024 02:00:00,0.00,185.00
03/08/2024 01:45:00,0.00,185.00
03/08/2024 01:30:00,0.00,186.00
03/08/2024 01:15:00,0.00,186.00
03/08/2024 01:00:00,0.00,187.00
03/08/2024 00:45:00,0.00,187.00
03/08/2024 00:30:00,0.00,187.00
03/08/2024 00:15:00,0.00,187.00
03/08/2024 00:00:00,0.00,188.00
02/08/2024 23:45:00,0.00,188.00
02/08/2024 23:30:00,0.00,188.00
02/08/2024 23:15:00,0.00,189.00
02/08/2024 23:00:00,0.00,189.00
02/08/2024 22:45:00,0.00,189.00
02/08/2024 22:30:00,0.00,189.00
02/08/2024 22:15:00,0.00,190.00
02/08/2024 22:00:00,0.00,190.00
02/08/2024 21:45:00,0.00,190.00
02/08/2024 21:30:00,0.00,190.00
02/08/2024 21:15:00,0.00,191.00
02/08/2024 21:00:00,0.00,191.00
02/08/2024 20:45:00,0.00,191.00
02/08/2024 20:30:00,0.00,191.00
02/08/2024 20:15:00,0.00,191.00
02/08/2024 20:00:00,0.00,191.00
02/08/2024 19:45:00,0.00,192.00
02/08/2024 19:30:00,0.00,192.00
02/08/2024 19:15:00,0.00,193.00
02/08/2024 19:00:00,0.00,193.00
02/08/2024 18:45:00,0.00,193.00
02/08/2024 18:30:00,0.00,193.00
02/08/2024 18:15:00,0.00,192.00
02/08/2024 18:00:00,0.00,193.00
02/08/2024 17:45:00,0.00,192.00
02/08/2024 17:30:00,0.00,192.00
02/08/2024 17:15:00,0.00,192.00
02/08/2024 17:00:00,0.00,192.00
02/08/2024 16:45:00,0.00,191.00
02/08/2024 16:30:00,0.00,191.00
02/08/2024 16:15:00,0.00,190.00
02/08/2024 16:00:00,0.00,190.00
02/08/2024 15:45:00,0.00,190.00
02/08/2024 15:30:00,0.00,189.00
02/08/2024 15:15:00,0.00,188.00
02/08/2024 15:00:00,0.00,189.00
02/08/2024 14:45:00,0.00,188.00
02/08/2024 14:30:00,0.00,188.00
02/08/2024 14:15:00,0.00,188.00
02/08/2024 14:00:00,0.00,188.00
02/08/2024 13:45:00,0.00,188.00
02/08/2024 13:30:00,0.00,187.00
02/08/2024 13:15:00,0.00,188.00
02/08/2024 13:00:00,0.00,188.00
02/08/2024 12:45:00,0.00,187.00
02/08/2024 12:30:00,0.00,187.00
02/08/2024 12:15:00,0.00,187.00
02/08/2024 12:00:00,0.00,188.00
02/08/2024 11:45:00,0.00,188.00
02/08/2024 11:30:00,0.00,188.00
02/08/2024 11:15:00,0.00,188.00
02/08/2024 11:00:00,0.00,188.00
02/08/2024 10:45:00,0.00,187.00
02/08/2024 10:30:00,0.00,188.00
02/08/2024 10:15:00,0.00,189.00
02/08/2024 10:00:00,0.00,189.00
02/08/2024 09:45:00,0.00,188.00
02/08/2024 09:30:00,0.00,189.00
02/08/2024 09:15:00,0.00,188.00
02/08/2024 09:00:00,0.00,188.00
02/08/2024 08:45:00,0.00,189.00
02/08/2024 08:30:00,0.00,189.00
02/08/2024 08:15:00,0.00,189.00
02/08/2024 08:00:00,0.00,189.00
02/08/2024 07:45:00,0.00,189.00
02/08/2024 07:30:00,0.00,190.00
02/08/2024 07:15:00,0.00,189.00
02/08/2024 07:00:00,0.00,190.00
02/08/2024 06:45:00,0.00,190.00
02/08/2024 06:30:00,0.00,191.00
02/08/2024 06:15:00,0.00,190.00
02/08/2024 06:00:00,0.00,191.00
02/08/2024 05:45:00,0.00,191.00
02/08/2024 05:30:00,0.00,192.00
02/08/2024 05:15:00,0.00,192.00
02/08/2024 05:00:00,0.00,192.00
02/08/2024 04:45:00,0.00,193.00
02/08/2024 04:30:00,0.00,193.00
02/08/2024 04:15:00,0.00,193.00
02/08/2024 04:00:00,0.00,193.00
02/08/2024 03:45:00,0.00,194.00
02/08/2024 03:30:00,0.00,194.00
02/08/2024 03:15:00,0.00,194.00
02/08/2024 03:00:00,0.00,194.00
02/08/2024 02:45:00,0.00,194.00
02/08/2024 02:30:00,0.00,194.00
02/08/2024 02:15:00,0.00,194.00
02/08/2024 02:00:00,0.00,195.00
02/08/2024 01:45:00,0.00,194.00
02/08/2024 01:30:00,0.00,194.00
02/08/2024 01:15:00,0.00,194.00
02/08/2024 01:00:00,0.00,195.00
02/08/2024 00:45:00,0.00,194.00
02/08/2024 00:30:00,0.00,194.00
02/08/2024 00:15:00,0.00,194.00
02/08/2024 00:00:00,0.00,194.00
01/08/2024 23:45:00,0.00,194.00
01/08/2024 23:30:00,0.00,194.00
01/08/2024 23:15:00,0.00,194.00
01/08/2024 23:00:00,0.00,194.00
01/08/2024 22:45:00,0.00,194.00
01/08/2024 22:30:00,0.00,194.00
01/08/2024 22:15:00,0.00,195.00
01/08/2024 22:00:00,0.00,195.00
01/08/2024 21:45:00,0.00,195.00
01/08/2024 21:30:00,0.00,195.00
01/08/2024 21:15:00,0.00,196.00
01/08/2024 21:00:00,0.00,196.00
01/08/2024 20:45:00,0.00,195.00
01/08/2024 20:30:00,0.00,196.00
01/08/2024 20:15:00,0.00,196.00
01/08/2024 20:00:00,0.00,196.00
01/08/2024 19:45:00,0.00,196.00
01/08/2024 19:30:00,0.00,196.00
01/08/2024 19:15:00,0.00,196.00
01/08/2024 19:00:00,0.00,196.00
01/08/2024 18:45:00,0.00,196.00
01/08/2024 18:30:00,0.00,197.00
01/08/2024 18:15:00,0.00,197.00
01/08/2024 18:00:00,0.00,196.00
01/08/2024 17:45:00,0.00,196.00
01/08/2024 17:30:00,0.00,196.00
01/08/2024 17:15:00,0.00,196.00
01/08/2024 17:00:00,0.00,196.00
01/08/2024 16:45:00,0.00,196.00
01/08/2024 16:30:00,0.00,196.00
01/08/2024 16:15:00,0.00,196.00
01/08/2024 16:00:00,0.00,196.00
01/08/2024 15:45:00,0.00,196.00
01/08/2024 15:30:00,0.00,195.00
01/08/2024 15:15:00,0.00,195.00
01/08/2024 15:00:00,0.00,196.00
01/08/2024 14:45:00,0.00,196.00
01/08/2024 14:30:00,0.00,195.00
01/08/2024 14:15:00,0.00,196.00
01/08/2024 14:00:00,0.00,196.00
01/08/2024 13:45:00,0.00,197.00
01/08/2024 13:30:00,0.00,197.00
01/08/2024 13:15:00,0.00,197.00
01/08/2024 13:00:00,0.00,197.00
01/08/2024 12:45:00,0.00,196.00
01/08/2024 12:30:00,0.00,196.00
01/08/2024 12:15:00,0.00,196.00
01/08/2024 12:00:00,0.00,195.00
01/08/2024 11:45:00,0.00,195.00
01/08/2024 11:30:00,0.00,195.00
01/08/2024 11:15:00,0.00,196.00
01/08/2024 11:00:00,0.00,195.00
01/08/2024 10:45:00,0.00,196.00
01/08/2024 10:30:00,0.00,196.00
01/08/2024 10:15:00,0.00,196.00
01/08/2024 10:00:00,0.00,196.00
01/08/2024 09:45:00,0.00,196.00
01/08/2024 09:30:00,0.00,196.00
01/08/2024 09:15:00,0.00,195.00
